city;neighbourhood;street;price;House No.;Flat No.;Area;Number of rooms;Floor;No. of floors;Build year;Building type;Heating system;Equipment;Building Energy Efficiency Class;Description;Additional premises;Additional Equipment;Security;Nearest kindergarten;Nearest educational institution;Nearest shop;Public transport stop;crime;Unique item number (RC number);Object
Vilnius;Antakalnis;P. Vileišio g.;143 500 € (3 261 €/m²);31;;44 m²;2;4;5;1964;Block house;Central;Fully equipped;;New sewage system New electrical installation Internet Cable television Kitchen merged with room;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;140 m;290 m;120 m;220 m;13;;
Vilnius;Žvėrynas;Paribio g.;111 200 € (4 251 €/m²);26;;26,16 m²;1;5;6;1969;Brick;Central;Fully equipped;;New sewage system New electrical installation Kitchen merged with room;Cellar;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Plastic pipes Dish washer Shower Recuperation;Steel doors;190 m;410 m;270 m;230 m;5;;
Vilnius;Jeruzalė;Rugių g.;299 000 € (2 667 €/m²);;;112,12 m²;5;5;6;2000;Brick;Gas;Fully equipped;;Internet Two-floor flat Kitchen merged with room Cable television;Balcony Cellar Closet;Furniture Washing machine Bath;Steel doors Code door lock;360 m;250 m;150 m;200 m;7;;
Vilnius;Naujamiestis;Švitrigailos g.;99 000 € (2 538 €/m²);7;;39,01 m²;2;4;4;1955 construction, 2024 renovation;Brick;Central;Fully equipped;;Private entrance High ceiling;;;Steel doors Code door lock Video surveillance;170 m;120 m;90 m;30 m;"36,28 €/month
~ 0,93 €/m²";;
Vilnius;Rasos;Stepono Batoro g.;"Price decreased 5,8%
232 300 € (4 060 €/m²)";34;;57,22 m²;3;2;3;2023;Monolithic;Geothermal;Partially equipped;A++;New sewage system New electrical installation Private yard Kitchen merged with room;Balcony;Floor heating system;Steel doors;290 m;660 m;610 m;40 m;0;;
Vilnius;Pašilaičiai;Leičių g.;195 000 € (2 434 €/m²);15;;80,13 m²;4;2;9;2020;Brick;Central thermostat;Fully equipped;B;Has elevator Internet Cable television Kitchen merged with room;Terrace Parking space;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock Video surveillance;310 m;580 m;190 m;200 m;"44,07 €/month
~ 0,55 €/m²";;
Vilnius;Žvėrynas;Paribio g.;119 800 € (4 250 €/m²);26;;28,19 m²;1;5;6;1969;Brick;Central;Fully equipped;;New sewage system New electrical installation Kitchen merged with room;Balcony;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Plastic pipes Dish washer Shower Recuperation;Steel doors Code door lock;190 m;410 m;270 m;230 m;5;;
Vilnius;Markučiai;Manufaktūrų g.;"Price decreased 4,9%
290 000 € (5 190 €/m²)";;;55,88 m²;3;1;6;2022;Brick;Central thermostat;Fully equipped;;;;;;180 m;750 m;50 m;260 m;3;;
Vilnius;Kalnėnai;Azerų g.;282 000 € (3 241 €/m²);28;;87 m²;4;1;2;2023;Brick;Gas;Fully equipped;A+;Private entrance Two-floor flat New sewage system New electrical installation Private yard Internet Kitchen merged with room;Terrace Parking space Closet;Conditioner Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Bath Recuperation;Steel doors Alarm system;1,8 km;1,6 km;1,7 km;600 m;1;;
Vilnius;Pilaitė;Priegliaus g.;124 990 € (2 841 €/m²);;;44 m²;2;1;7;2008;Brick;Central thermostat;Fully equipped;;Internet High ceiling New electrical installation Kitchen merged with room Cable television;Balcony;Furniture Washing machine Kitchen furniture Stove Plastic pipes;Steel doors Alarm system Code door lock;300 m;300 m;110 m;200 m;"32,56 €/month
~ 0,74 €/m²";;
Vilnius;Senamiestis;Totorių g.;550 000 € (4 841 €/m²);20;;113,62 m²;2;2;4;1940 construction, 2016 renovation;Brick;Central;Fully equipped;;High ceiling New sewage system New electrical installation Kitchen merged with room;Balcony Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Plastic pipes Dish washer Shower Bath;Steel doors Code door lock;280 m;70 m;210 m;310 m;"179,52 €/month
~ 1,58 €/m²";;
Vilnius;Fabijoniškės;P. Žadeikos g.;"Price decreased 3%
96 000 € (2 516 €/m²)";11;;38,16 m²;2;1;14;1993;Block house;Central;Fully equipped;;Has elevator New sewage system New electrical installation Internet Cable television Kitchen merged with room;Storeroom;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Bath;Steel doors Alarm system Code door lock;400 m;350 m;130 m;80 m;5;;
Vilnius;Žirmūnai;Žirmūnų g.;115 000 € (2 611 €/m²);100;32;44,05 m²;2;4;5;1969 construction, 2015 renovation;Block house;Central;Fully equipped;A;New sewage system New electrical installation Private yard;Storeroom Balcony Cellar Parking space Closet;Washing machine Furniture Plastic pipes Bath;Steel doors Code door lock;260 m;360 m;220 m;190 m;5;;
Vilnius;Žirmūnai;Žirmūnų g.;96 000 € (2 892 €/m²);127;;33,2 m²;1;4;5;1972;Block house;Central;Fully equipped;B;New sewage system New electrical installation Private yard Internet;Storeroom Balcony Terrace Cellar Parking space Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Bath;Steel doors Alarm system Code door lock;180 m;170 m;220 m;330 m;"34,86 €/month
~ 1,05 €/m²";;
Vilnius;Pilaitė;M. Mažvydo g.;"Price decreased 1,6%
189 000 € (3 000 €/m²)";12;;63 m²;3;8;9;2012;Block house;Central thermostat;Fully equipped;;Has elevator Internet Kitchen merged with room;Storeroom Balcony Cellar Parking space;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors Alarm system Code door lock;310 m;310 m;70 m;200 m;8;;
Vilnius;Senamiestis;Pylimo g.;286 500 € (5 135 €/m²);;;55,79 m²;2;2;2;1940;Brick;Gas;Fully equipped;;;;;;220 m;250 m;130 m;110 m;56;;
Vilnius;Antakalnis;Balžio g.;279 000 € (2 826 €/m²);;;98,72 m²;5;1;3;1960 construction, 2023 renovation;Brick;Aerothermal;Fully equipped;;Internet High ceiling Two-floor flat Separate bathroom and WC Kitchen merged with room;Terrace Cellar Closet;Furniture Washing machine;;3,9 km;4,6 km;5,2 km;80 m;1;;
Vilnius;Justiniškės;Taikos g.;144 900 € (2 040 €/m²);;;71,03 m²;3;2;9;1984 construction, 2016 renovation;Block house;Central thermostat;Fully equipped;;Internet Cable television;Balcony;Furniture Washing machine Bath;Steel doors Alarm system Code door lock;350 m;400 m;240 m;100 m;"41,91 €/month
~ 0,59 €/m²";;
Vilnius;Pilaitė;M. Mažvydo g.;209 900 € (3 498 €/m²);;;60 m²;3;4;5;2023;Brick;Central thermostat;Fully equipped;A++;Kitchen merged with room;Balcony;Furniture;Steel doors Code door lock;430 m;580 m;360 m;180 m;7;;
Vilnius;Lazdynėliai;Jonažolių g.;149 900 € (3 415 €/m²);3;;43,89 m²;2;9;9;2014;Brick;Central thermostat;Fully equipped;;Kitchen merged with room;Balcony;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;270 m;710 m;70 m;140 m;"23,26 €/month
~ 0,53 €/m²";;
Vilnius;Santariškės;Žaliųjų Ežerų g.;119 000 € (3 306 €/m²);11;;36 m²;1;3;8;1984 construction, 2020 renovation;Brick;Central, central thermostat;Fully equipped;;Has elevator New sewage system New electrical installation;Balcony;Washing machine Furniture Kitchen furniture Stove Dish washer Shower;Steel doors Code door lock;260 m;700 m;890 m;60 m;2;;
Vilnius;Fabijoniškės;Fabijoniškių g.;226 000 € (3 324 €/m²);;;68 m²;3;2;7;2017;Block house;Central thermostat;Fully equipped;B;Internet Kitchen merged with room;Balcony;Conditioner Washing machine;Steel doors Code door lock;270 m;400 m;290 m;350 m;17;;
Vilnius;Jeruzalė;Kviečių g.;188 000 € (3 686 €/m²);2;;51 m²;2;4;6;2019;Brick;Central thermostat;Fully equipped;;Has elevator;Parking space;Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower;Alarm system Code door lock;360 m;220 m;100 m;160 m;"31,11 €/month
~ 0,61 €/m²";;
Vilnius;Naujamiestis;Gynėjų g.;"Price decreased 3%
130 000 € (4 063 €/m²)";4;;32 m²;2;4;4;1959;Brick;Central;Fully equipped;;;;;;350 m;70 m;220 m;220 m;"38,08 €/month
~ 1,19 €/m²";;
Vilnius;Naujamiestis;Birželio 23-iosios g.;125 000 € (2 717 €/m²);;;46 m²;2;1;5;1964 construction, 2021 renovation;Block house;Central thermostat;Fully equipped;A+;;;;;90 m;340 m;340 m;290 m;18;;
Vilnius;Fabijoniškės;Liudviko Zamenhofo g.;"Price decreased 0,7%
134 000 € (2 183 €/m²)";;;61,38 m²;2;6;6;2005;Brick;Central thermostat;Fully equipped;;Private yard Kitchen merged with room;Balcony Parking space;Furniture;Steel doors Alarm system Code door lock;710 m;410 m;350 m;290 m;11;;
Vilnius;Šeškinė;Šeškinės Sodų g.;"Price decreased 3,3%
289 000 € (2 917 €/m²)";8;2;99,06 m²;5;1;2;2024;Brick;Aerothermal;Partially equipped;A++;Private entrance Two-floor flat Private yard Kitchen merged with room;Terrace Parking space;Floor heating system;Steel doors;580 m;580 m;580 m;610 m;0;;
Vilnius;Šeškinė;Šeškinės Sodų g.;"Price decreased 3,4%
285 000 € (2 877 €/m²)";8A;1;99,05 m²;5;1;2;2024;Brick;Aerothermal;Partially equipped;;;;;;560 m;610 m;590 m;600 m;0;;
Vilnius;Šeškinė;Šeškinės Sodų g.;"Price decreased 3,1%
310 000 € (3 115 €/m²)";8A;2;99,52 m²;5;1;2;2024;Brick;Aerothermal;Partially equipped;;Private entrance Two-floor flat Private yard Kitchen merged with room;Terrace Parking space;Floor heating system;Steel doors;560 m;610 m;590 m;600 m;0;;
Vilnius;Žvėrynas;Paribio g.;97 500 € (4 410 €/m²);;;22,11 m²;1;3;7;2024;Monolithic;Central thermostat;Partially equipped;;;;;;150 m;300 m;490 m;420 m;3;;
Vilnius;Rasos;Stepono Batoro g.;"Price decreased 9,4%
231 900 € (3 676 €/m²)";34;;63,09 m²;3;2;3;2023;Monolithic;Geothermal;Partially equipped;A++;Private entrance High ceiling New sewage system Private yard Kitchen merged with room;Balcony Parking space;Floor heating system;Steel doors Alarm system Code door lock Video surveillance;290 m;660 m;610 m;40 m;0;;
Vilnius;Naujamiestis;Smolensko g.;206 000 € (4 308 €/m²);23;;47,82 m²;2;1;5;2018;Block house;Central thermostat;Fully equipped;A;High ceiling Private yard Internet;Parking space Terrace;Furniture Washing machine Kitchen furniture Dish washer Bath Recuperation;Steel doors Code door lock Video surveillance;200 m;250 m;240 m;340 m;"21,04 €/month
~ 0,44 €/m²";;
Vilnius;Viršuliškės;Viršuliškių g.;139 000 € (2 208 €/m²);;;62,95 m²;3;7;12;1978;Block house;Central;Fully equipped;;Internet;Balcony;Conditioner;Steel doors Code door lock;190 m;500 m;190 m;280 m;"78,06 €/month
~ 1,24 €/m²";;
Vilnius;Tarandė;Dagiliškių g.;239 900 € (2 418 €/m²);9B;;99,21 m²;3;1;2;2016;Brick;Gas;Fully equipped;;Private entrance High ceiling Two-floor flat Separate bathroom and WC Private yard Internet Cable television Kitchen merged with room;Storeroom Terrace Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer;Steel doors Alarm system;;;;;;;
Vilnius;Pilaitė;Bitėnų g.;175 000 € (3 351 €/m²);;;52,22 m²;3;2;6;2018;Brick;Central thermostat;Fully equipped;B;Has elevator New sewage system New electrical installation Private yard Kitchen merged with room;Balcony Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Bath;Steel doors Code door lock Video surveillance;140 m;110 m;320 m;140 m;"36,03 €/month
~ 0,69 €/m²";;
Vilnius;Naujininkai;Dzūkų g.;"Price decreased 5,6%
85 000 € (2 046 €/m²)";;;41,55 m²;2;1;6;1965;Brick;Central;Fully equipped;;Internet;Cellar Closet;Washing machine Furniture Bath;Steel doors Code door lock;110 m;390 m;240 m;40 m;"56,09 €/month
~ 1,35 €/m²";;
Vilnius;Fabijoniškės;Fabijoniškių g.;"Price decreased 1,2%
162 000 € (2 077 €/m²)";61;;78 m²;4;3;16;1993;Monolithic;Central;Fully equipped;;Has elevator Internet Cable television;Storeroom Balcony Closet;Washing machine Kitchen furniture Dish washer Shower Bath;Code door lock;390 m;220 m;310 m;230 m;18;;
Vilnius;Lazdynai;Šiltnamių g.;52 800 € (2 900 €/m²);38;;18,21 m²;1;4;4;1967;Brick;Central;Fully equipped;;Kitchen merged with room;;Furniture Washing machine;Steel doors Code door lock;110 m;790 m;90 m;60 m;"18,21 €/month
~ 1,00 €/m²";;
Vilnius;Baltupiai;Ozo g.;179 000 € (3 809 €/m²);8A;;47 m²;2;5;8;2022;Brick;Central thermostat;Fully equipped;A;New sewage system New electrical installation Internet Cable television Kitchen merged with room;Balcony Parking space Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower Recuperation;Steel doors Code door lock Video surveillance;360 m;420 m;370 m;280 m;9;;
Vilnius;Fabijoniškės;Fabijoniškių g.;96 000 € (1 920 €/m²);87;;50 m²;2;2;9;1989;Block house;Central;Fully equipped;;Separate bathroom and WC;Balcony;Furniture Stove Bath;Steel doors Code door lock;340 m;240 m;320 m;300 m;11;;
Vilnius;Antakalnis;Karių Kapų g.;318 000 € (3 896 €/m²);12;14;81,62 m²;2;3;3;1999;Brick;Gas;Fully equipped;;High ceiling Two-floor flat Internet Cable television Kitchen merged with room;Storeroom Parking space;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Bath;Steel doors Code door lock;180 m;310 m;530 m;520 m;2;;
Vilnius;Senamiestis;Geležinkelio g.;68 000 € (2 134 €/m²);1;;31,87 m²;1;1;3;1940;Brick;Electric;Fully equipped;;Kitchen merged with room;;Furniture Washing machine Stove;Steel doors;310 m;140 m;260 m;150 m;31;;
Vilnius;Tarandė;Kelpių g.;299 990 € (2 752 €/m²);;;109 m²;4;1;1;2024;Brick;Aerothermal;Fully equipped;A++;Internet High ceiling Separate bathroom and WC New sewage system New electrical installation Kitchen merged with room;Terrace;Conditioner Floor heating system Stove Plastic pipes Dish washer Bath Recuperation;Steel doors Alarm system Video surveillance;250 m;1,2 km;690 m;290 m;0;;
Vilnius;Lazdynėliai;Lazdynėlių g.;199 500 € (3 440 €/m²);;;58 m²;3;3;4;2024;Brick;Central thermostat;Fully equipped;;New sewage system New electrical installation Internet Cable television Kitchen merged with room;Balcony Parking space;Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath Recuperation;Steel doors Code door lock;300 m;1,6 km;360 m;370 m;0;;
Vilnius;Pašilaičiai;Gabijos g.;89 000 € (2 290 €/m²);;;38,87 m²;1;1;5;1987;Block house;Central;Fully equipped;;Private entrance Separate bathroom and WC;Balcony;Washing machine Furniture Kitchen furniture Stove Bath;Steel doors Code door lock;50 m;340 m;40 m;290 m;17;;
Vilnius;Užupis;Malūnų g.;"Price decreased 3,7%
182 000 € (4 184 €/m²)";;;43,5 m²;2;1;2;1940;Brick;Gas, solid fuel;Fully equipped;;Private entrance High ceiling;Terrace Parking space;;;260 m;200 m;170 m;90 m;17;;
Vilnius;Žirmūnai;Tuskulėnų g.;179 000 € (2 657 €/m²);54;;67,38 m²;3;5;12;1979;Brick;Central thermostat;Fully equipped;;;Balcony;Washing machine Furniture Kitchen furniture Bath;Steel doors Code door lock;340 m;220 m;90 m;170 m;"71,42 €/month
~ 1,06 €/m²";;
Vilnius;Naujininkai;Kapsų g.;133 000 € (3 706 €/m²);19A;22;35,89 m²;2;5;5;2024;Monolithic;Central thermostat;Partially equipped;A++;Has elevator New sewage system New electrical installation Private yard Internet Kitchen merged with room;Balcony Terrace Parking space;Floor heating system Recuperation;Steel doors Alarm system Code door lock Video surveillance;460 m;410 m;370 m;450 m;1;;
Vilnius;Viršuliškės;Viršilų g.;169 000 € (2 864 €/m²);;;59 m²;2;21;23;2007;Brick;Central thermostat;Fully equipped;;;;;;420 m;370 m;580 m;280 m;"48,97 €/month
~ 0,83 €/m²";;
Vilnius;Antakalnis;Tverečiaus g.;"Price decreased 1,3%
157 000 € (3 204 €/m²)";10;;49 m²;3;3;5;1963;Brick;Central;Fully equipped;;New sewage system New electrical installation Internet Cable television;Storeroom Balcony Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;Steel doors Code door lock;90 m;220 m;240 m;180 m;6;;
Vilnius;Šnipiškės;Daugėliškio g.;215 000 € (4 408 €/m²);11;;48,77 m²;2;5;11;2015;Brick;Central thermostat;Fully equipped;;Has elevator Internet Cable television Kitchen merged with room;Storeroom Parking space;Conditioner Washing machine Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock Video surveillance;290 m;450 m;220 m;140 m;"38,04 €/month
~ 0,78 €/m²";;
Vilnius;Justiniškės;Justiniškių g.;"Price increased 2,2%
137 000 € (2 015 €/m²)";22;1;68 m²;3;1;5;1985;Block house;Central;Fully equipped;;Separate bathroom and WC Internet;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer;Steel doors;300 m;280 m;110 m;180 m;"85,00 €/month
~ 1,25 €/m²";;
Vilnius;Markučiai;Kaukysos g.;"Price increased 0,4%
249 000 € (4 904 €/m²)";;;50,78 m²;2;5;6;2023;Brick;Central thermostat;Fully equipped;A+;Has elevator;Balcony Terrace Parking space;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath Recuperation;Steel doors Code door lock Video surveillance;110 m;740 m;110 m;190 m;2;;
Vilnius;Naujamiestis;Eglių g.;136 000 € (3 749 €/m²);35;;36,28 m²;1;7;7;2017;Block house;Central thermostat;Fully equipped;B;;Balcony Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;Steel doors Code door lock Video surveillance;230 m;120 m;400 m;410 m;"22,86 €/month
~ 0,63 €/m²";;
Vilnius;Naujamiestis;Savanorių pr.;"Price decreased 12,6%
249 000 € (5 413 €/m²)
(interested in changing)";6A;;46 m²;2;7;9;2016;Block house;Central, central thermostat;Fully equipped;B;New sewage system Private yard Internet Kitchen merged with room;Balcony Parking space;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer;Steel doors Alarm system Code door lock Video surveillance;210 m;240 m;110 m;80 m;"23,46 €/month
~ 0,51 €/m²";;
